claimid,incident_date,claim_type,uninhabitable,claim_amount,fraudulent,policyid,policy_date,coverage,deductible,townsize,gender,dob,edcat,job_start_date,retire,income,marital,reside,occupancy_date,primary_residence
386532192,1/10/2008,2,0,3.255,0,BJV-831288,6/18/1991,86,500,2,0,7/18/1935,1,4/30/1997,1,10,1,2,7/27/1981,1
48986580,4/28/2008,1,0,3.126,0,JPU-911230,1/17/1974,150,1000,1,0,9/4/1943,2,7/10/1998,0,35,1,2,1/11/1968,1
148122092,9/18/2008,2,0,10.159,0,FSG-029087,10/31/2001,76,1000,1,1,2/21/1950,3,3/1/1987,0,73,0,1,11/13/1995,1
479073188,11/19/2008,1,0,27.319,0,NSD-721971,6/19/1993,790,2000,3,0,7/30/1964,2,1/20/1994,0,75,0,1,9/23/1992,1
34742634,11/11/2008,5,0,7.875,0,PFE-217194,10/7/2000,288,1000,1,0,5/14/1974,2,8/27/2004,0,42,1,3,2/21/1995,1
25258453,9/14/2008,2,0,34.958,0,IJT-840508,6/18/1978,439,3000,1,1,6/7/1938,3,4/11/1987,0,156,0,1,10/28/1970,1
149059034,5/28/2008,1,0,3.744,0,ONW-809543,12/15/1986,132,1000,3,0,3/28/1956,4,3/29/1991,0,79,1,2,10/6/1981,1
378391831,7/5/2008,3,0,423.12,0,ZVN-458101,12/1/1996,1041,2000,1,0,5/5/1943,3,10/6/2003,0,53,1,2,8/18/1993,1
783403383,5/25/2008,3,0,386.225,0,HXK-316525,2/15/1983,992,3000,2,1,1/8/1954,4,2/6/1983,0,217,1,6,7/19/1974,1
234476493,4/5/2008,3,0,68.414,0,BXX-567559,3/1/1999,168,1000,3,1,2/27/1972,1,4/29/1992,0,56,0,2,3/11/1997,1
992489915,1/12/2008,3,0,48.868,0,LWT-724991,1/20/1986,116,1000,1,0,5/7/1947,1,8/11/1992,1,26,0,1,4/28/1975,1
687457313,9/7/2008,2,0,7.585,0,NTA-377586,1/14/2008,57,500,2,1,6/15/1990,2,11/22/2008,0,16,1,10,1/14/2008,1
328057516,3/28/2008,3,1,1063,0,UGC-800511,7/30/1971,1063,3000,3,1,12/12/1937,2,7/5/1975,0,517,0,1,12/2/1964,1
940865928,2/6/2008,1,1,20.117,0,CDL-468947,9/2/2004,133,1000,1,1,9/8/1975,1,10/22/1999,0,29,0,1,8/6/2003,0
657223714,3/13/2008,2,1,27.745,0,CLS-480951,3/6/2008,91,3000,2,0,10/28/1989,2,9/27/2008,0,19,1,5,3/6/2008,1
109278038,10/22/2008,5,0,15.28275,1,JZW-063672,11/12/1992,360,1000,1,1,9/26/1958,5,11/5/1998,0,101,0,1,9/10/1984,1
231961359,11/19/2008,1,0,3.763,0,NIL-604979,11/3/1993,129,1000,2,1,12/9/1946,5,10/14/1998,0,64,1,2,2/6/1985,1
988337399,4/26/2008,5,0,2.656,0,AMI-859211,7/17/1984,80,3000,1,0,12/23/1955,2,11/2/2002,0,34,1,5,9/1/1982,1
190727062,10/27/2008,1,0,2.91585,1,GQZ-784558,11/1/1967,57,500,5,1,10/19/1932,4,11/25/1989,1,11,1,2,1/12/1961,1
950790302,1/30/2008,3,0,380.557,0,DMM-182219,8/6/1972,1000,3000,1,1,10/29/1935,4,7/18/1988,0,275,0,1,9/8/1963,1
328413512,1/20/2008,2,0,21.592,0,WTD-453088,11/9/1983,214,500,2,0,1/19/1941,4,9/22/2003,0,55,1,2,5/24/1973,0
702742137,4/19/2008,2,1,348.776,0,XLV-592915,8/29/1988,1149,1000,1,0,5/11/1952,4,4/13/2002,0,203,1,2,7/25/1978,1
231622407,2/13/2008,4,0,157.205,0,YRI-744092,4/23/1994,416,2000,3,1,4/4/1932,2,6/15/1986,0,55,1,2,3/25/1989,1
676522240,1/8/2008,3,0,28.976,0,ATQ-129285,12/18/1999,91,1000,1,1,1/22/1937,2,10/16/1996,0,58,1,2,7/26/1992,1
729870028,11/25/2008,5,0,3.5889,1,CIK-502314,7/31/1974,79,3000,2,0,1/26/1934,2,12/29/1977,1,25,1,2,11/14/1960,1
633839850,10/4/2008,2,0,210.497,0,WTO-242346,10/14/1970,1975,3000,2,1,8/3/1930,4,6/5/1970,1,317,1,2,10/24/1957,1
418564284,5/25/2008,3,1,96,0,ZLV-333022,1/31/2008,96,1000,1,0,2/12/1987,3,12/6/2008,0,24,0,3,2/2/2006,1
28747659,3/19/2008,1,0,3.979,0,QDR-720943,9/19/1986,133,1000,5,0,9/20/1952,3,7/18/1987,0,194,1,4,9/8/1976,1
572850092,4/6/2008,4,0,515.144,0,OIE-478274,1/18/1968,1230,3000,4,0,7/18/1939,2,4/21/1985,0,300,1,5,5/3/1962,1
85176093,7/8/2008,3,0,19.209,0,UKR-079383,6/7/1990,61,3000,2,0,9/25/1934,2,5/27/2001,1,10,1,2,11/18/1984,1
568387864,5/29/2008,5,0,8.822,0,DWM-434846,12/31/1993,262,3000,3,0,6/13/1964,4,7/28/1994,0,103,1,2,1/29/1991,1
18939025,11/28/2008,2,0,12.219,0,YBK-462517,6/16/2004,88,500,1,1,2/23/1962,5,5/14/2000,0,91,0,1,5/25/1999,1
820551419,5/31/2008,5,0,6.283,0,WGU-447649,1/3/1975,80,500,2,1,8/11/1933,4,11/12/1985,1,11,0,1,3/10/1964,1
483460456,10/17/2008,4,0,30.411,0,PAM-827035,2/13/2008,72,500,5,0,7/26/1987,3,10/19/2008,0,29,1,3,6/23/2006,1
948440184,5/8/2008,5,0,60.27,0,FZJ-144917,4/9/2004,1235,3000,2,0,9/17/1959,4,11/12/2003,0,98,1,2,3/15/1999,1
506103163,10/12/2008,1,0,6.066,0,ZLI-499096,9/23/1978,141,500,2,0,3/10/1936,2,2/13/1998,0,88,1,2,3/5/1968,0
491140676,10/28/2008,4,0,322.057,0,PLC-755659,7/11/2004,786,2000,1,1,6/3/1974,2,12/14/2002,0,79,1,3,10/29/2000,0
196673740,5/31/2008,1,0,25.984,0,JVT-609189,7/5/1977,520,3000,1,1,9/5/1940,2,4/13/1999,0,34,1,2,10/8/1967,1
132833755,2/29/2008,3,0,467.183,0,IDR-882024,4/9/2000,1125,3000,3,1,9/15/1964,2,6/23/1995,0,43,1,2,8/15/1995,1
212081826,8/18/2008,5,0,2.662,0,EXI-556035,6/8/2006,57,2000,3,0,5/7/1985,1,1/4/2006,0,29,0,1,1/27/2006,1
351677841,7/8/2008,1,0,6.813,0,PVS-118894,4/25/2007,126,3000,2,1,8/11/1979,3,11/27/2007,0,34,0,1,11/13/2002,1
207333415,2/24/2008,1,0,8.272,0,TGN-983753,8/25/1994,123,500,2,1,10/15/1968,2,5/8/1996,0,48,0,1,9/24/1993,1
611101771,4/23/2008,5,0,15.836,0,SFO-513472,11/26/1997,284,3000,2,0,6/21/1963,3,8/30/1996,0,36,0,1,6/10/1989,1
419060722,5/6/2008,3,1,70,1,KDN-976970,12/8/1988,70,2000,1,1,6/11/1929,2,7/18/2001,1,15,0,1,10/17/1982,1
196934976,4/4/2008,2,0,8.419,0,FRT-416417,3/1/1975,93,500,2,1,4/13/1937,1,3/28/1994,1,10,0,1,5/4/1968,1
14836575,10/20/2008,5,0,5.506,0,RHX-763206,9/10/2007,115,1000,1,0,10/18/1982,4,1/29/2007,0,21,0,1,4/27/2005,1
873339458,6/5/2008,2,0,9.571,0,DZP-377046,9/28/1996,144,500,1,1,6/12/1967,4,10/24/1996,0,42,0,1,5/19/1988,1
682073844,7/16/2008,1,0,50.522,0,EJD-669605,12/6/1987,1023,3000,4,1,11/5/1953,3,8/18/2003,0,154,0,2,8/1/1976,1
273450683,5/30/2008,3,0,141.706,0,NPO-169161,8/19/1992,357,1000,5,1,11/30/1961,3,3/17/1998,0,67,1,3,8/16/1986,1
186805347,4/11/2008,1,0,4.849,0,PRO-133328,8/17/2000,102,1000,2,0,9/6/1970,4,1/14/1999,0,61,0,3,12/22/1994,1
697791903,6/23/2008,3,1,130,0,XUL-742693,5/3/1998,130,1000,5,1,7/10/1944,2,3/12/1995,0,49,0,1,9/23/1990,1
117778063,2/3/2008,3,0,40.25,0,UQE-306784,6/4/2006,133,500,4,0,1/15/1976,3,11/2/2003,0,45,0,5,7/31/2004,1
147784994,4/19/2008,5,0,6.178,0,SVU-671249,4/18/2008,111,3000,4,1,1/17/1984,4,10/25/2008,0,34,1,6,6/3/2005,1
907734618,3/25/2008,1,0,14.013,0,ACL-228963,3/3/1990,313,2000,2,1,12/12/1951,2,9/21/1989,0,122,1,2,2/4/1984,1
489411395,7/1/2008,1,0,2.311,0,GPU-346799,5/29/1992,77,1000,1,0,5/16/1946,2,3/17/1993,0,58,1,2,9/9/1985,1
923803600,11/5/2008,3,0,380.931,0,BGB-352765,11/8/2004,1043,2000,2,0,2/4/1970,4,5/9/1998,0,74,0,1,10/10/1999,1
585922602,11/20/2008,3,0,45.693,0,YBE-044929,4/4/2008,123,1000,3,0,2/14/1984,1,1/29/2007,0,23,1,4,9/16/2007,1
589798275,4/23/2008,3,1,150,0,CBQ-978628,11/5/1978,150,1000,2,0,8/2/1941,2,10/17/1976,0,154,1,3,4/11/1965,1
520010409,11/2/2008,5,0,9.537,0,VNG-483504,10/21/2004,122,1000,3,1,10/8/1975,4,12/15/2008,0,46,1,4,10/15/2002,1
2151435,3/21/2008,5,0,8.371,0,MKC-574435,10/7/2003,170,1000,4,0,10/28/1964,4,6/21/2004,0,46,1,2,2/10/2003,1
242904774,10/13/2008,1,0,5.427,0,TZW-964636,6/6/2004,129,1000,1,1,4/13/1977,3,9/6/2006,0,20,1,2,12/15/2003,1
591339268,8/21/2008,5,0,3.7716,1,XEF-281986,6/22/1993,83,3000,3,1,8/20/1947,4,8/21/2000,0,21,0,1,2/21/1985,0
687903839,7/20/2008,3,0,48.33045,1,TRC-653877,9/22/2007,100,200,2,0,10/2/1987,1,9/21/2004,0,21,0,1,6/29/2006,1
360302099,4/21/2008,4,1,563,0,LLQ-863888,12/11/1986,563,2000,4,0,6/6/1953,3,2/22/1990,0,104,0,1,7/17/1978,1
386532103,8/22/2008,4,0,61.0827,1,AQE-960230,8/21/1997,97,500,2,1,1/22/1963,1,4/28/1989,0,79,1,5,8/18/1991,1
814265510,8/31/2008,5,0,3.144,0,IUL-733842,10/14/2006,77,2000,1,0,7/30/1987,2,4/28/2008,0,14,0,3,8/28/2006,1
10215068,3/6/2008,2,0,10.851,0,OPU-143257,11/17/2006,79,1000,1,1,10/10/1968,3,1/5/2007,0,28,1,5,6/12/2006,1
234742930,6/21/2008,3,1,447,0,MSP-238886,7/31/2000,447,2000,2,1,12/4/1970,1,3/15/1996,0,58,1,2,3/20/1995,1
796344731,7/8/2008,1,0,2.055,0,RTG-886996,5/2/1994,71,1000,3,0,5/5/1943,4,10/15/2001,0,120,1,2,5/8/1986,1
81657216,7/20/2008,2,0,6.078,0,JYQ-155767,5/23/1995,88,2000,2,1,11/11/1969,3,12/13/2007,0,24,0,2,8/13/1994,1
803045646,11/16/2008,1,0,4.228,0,PDX-326989,11/29/1981,59,200,1,0,4/27/1930,1,9/20/1990,1,11,1,2,2/8/1977,1
335909977,8/18/2008,3,0,112.067,0,PUV-874219,5/31/1993,272,1000,1,1,9/3/1958,2,1/10/1998,0,79,1,7,7/19/1985,1
850560094,4/5/2008,5,0,2.636,0,WLD-227970,3/20/2001,99,3000,2,1,1/1/1975,4,5/26/2004,0,66,0,1,1/17/2000,1
185837581,8/23/2008,1,0,14.046,0,CZI-305142,10/9/1985,377,2000,1,1,6/14/1949,2,11/28/1986,0,63,1,2,3/28/1977,1
318903905,9/8/2008,1,0,5.692,0,WYK-680037,3/1/2008,112,500,3,1,3/29/1987,2,6/8/2007,0,31,0,2,12/22/2007,1
187381494,7/1/2008,3,0,267.119,0,POB-910306,1/26/2008,651,1000,4,1,10/22/1989,2,7/2/2008,0,29,0,1,1/26/2008,1
227144841,11/9/2008,2,0,11.857,0,GYN-186771,8/22/1997,122,3000,1,1,12/7/1952,1,11/16/1996,0,49,1,5,12/16/1988,0
940061465,8/10/2008,1,0,10.148,0,JOA-406313,9/24/1999,247,1000,3,1,12/15/1963,4,8/14/2001,0,49,1,4,12/11/1992,1
509313186,2/19/2008,5,0,16.866,0,NRR-758557,8/4/1973,241,3000,3,0,9/9/1948,3,12/15/2000,0,106,0,1,4/19/1972,1
323001406,7/11/2008,1,0,5.2374,1,ZDT-564904,8/2/2007,88,1000,1,0,7/20/1980,1,10/22/2006,0,23,1,4,6/30/2003,0
267904461,6/29/2008,1,0,9.049,0,ZIK-177261,6/7/1999,210,1000,2,0,7/16/1972,3,12/5/2001,0,45,0,1,3/10/1999,1
430704038,9/4/2008,5,0,30.976,0,PGE-105477,4/14/1998,571,3000,1,0,9/25/1932,3,4/5/1971,1,132,0,1,4/18/1997,1
754629771,7/24/2008,5,0,23.655,0,BLR-909524,6/12/1992,343,2000,1,1,1/20/1956,2,11/24/1999,0,70,1,3,12/3/1984,1
314373377,4/5/2008,1,0,16.03035,1,GSO-896560,4/17/2003,308,3000,3,1,1/26/1973,2,10/15/2005,0,36,1,2,11/15/1998,1
956934147,1/24/2008,1,0,11.299,0,ABR-671575,2/28/1999,286,1000,5,0,11/2/1949,2,10/18/1981,1,38,0,3,5/16/1993,1
414273405,7/27/2008,5,0,2.9148,1,DXL-203186,7/21/2006,73,3000,5,1,1/6/1982,3,12/16/2004,0,17,1,2,2/13/2004,1
483430185,11/12/2008,4,0,262.013,0,NQA-549932,5/16/1991,717,3000,2,0,9/2/1945,3,1/27/1971,1,89,0,1,7/13/1984,1
790934372,6/16/2008,4,1,696,0,QSK-602192,12/26/1993,696,3000,5,0,8/30/1967,2,3/24/1996,0,130,0,1,8/15/1992,1
551339268,7/18/2008,1,0,9.256,0,WUL-727810,8/19/1995,162,2000,4,1,12/5/1967,5,1/30/2007,0,21,1,4,9/4/1993,1
729955467,4/11/2008,3,0,78.7752,1,FLY-722428,6/16/1993,218,3000,1,1,10/24/1954,1,9/3/2005,0,30,0,1,7/12/1983,1
768415113,1/25/2008,3,1,252,0,AYC-961101,4/5/1990,252,1000,3,0,7/14/1931,2,6/10/1975,1,47,0,1,9/9/1987,1
283195403,11/8/2008,1,0,3.524,0,ZFV-778416,11/17/2004,101,1000,5,0,7/20/1983,4,11/9/2008,0,17,1,3,11/22/2003,1
824295206,10/21/2008,3,0,58.327,0,SXS-524081,8/9/2002,180,1000,2,0,6/11/1977,2,7/12/2004,0,21,0,1,9/14/2001,1
327973702,11/1/2008,4,1,713,0,BTS-661790,10/27/1993,713,1000,2,1,10/12/1955,2,1/24/1989,0,68,0,1,4/25/1988,1
887878833,7/21/2008,2,0,25.641,0,KFC-623316,7/20/2000,203,500,1,0,7/6/1975,2,1/28/2007,0,51,0,2,12/2/1996,1
97957164,8/29/2008,1,0,5.213,0,GJM-782219,3/21/2004,116,1000,5,1,2/14/1978,3,3/14/2007,0,25,1,2,5/8/1998,1
102462566,2/12/2008,1,0,6.209,0,AQE-061136,7/21/1989,129,1000,1,1,6/29/1954,3,6/8/1991,0,102,1,5,10/30/1983,1
944228999,10/25/2008,3,1,1004,0,FZD-522142,11/16/2003,1004,3000,3,1,6/12/1973,3,11/12/2000,0,110,1,5,9/9/1998,1
921359775,11/21/2008,5,0,18.926,0,DJC-005329,1/18/2003,405,1000,1,1,5/27/1981,2,6/6/2002,0,64,0,1,5/25/2002,1
106106653,4/15/2008,3,0,49.506,0,FGI-449345,9/28/2000,107,500,2,0,7/8/1968,1,4/15/2004,0,29,1,5,6/12/1995,1
85755270,8/31/2008,2,0,119.285,0,YNK-851763,9/23/1983,1010,3000,4,0,5/23/1952,5,7/5/1996,0,260,1,5,4/1/1974,1
258120668,6/14/2008,4,0,214.078,0,EPW-288581,11/6/2001,491,2000,3,0,10/25/1952,1,4/26/1991,0,113,0,2,10/28/1994,1
790378153,5/21/2008,2,0,14.202,0,LWW-688477,8/29/1979,198,3000,1,0,2/21/1938,1,11/15/1975,1,79,1,2,2/14/1974,1
417845399,2/18/2008,2,0,5.342,0,LST-239047,9/21/2001,66,500,4,0,12/2/1948,2,7/12/1971,1,30,0,2,7/16/1994,0
451086351,11/8/2008,4,0,536.476,0,ZNA-831511,3/23/1997,1345,2000,1,0,4/12/1961,3,11/6/1988,0,50,0,1,12/11/1988,1
582538578,3/13/2008,3,0,191.23965,1,TOD-335032,11/13/1972,465,3000,2,1,1/6/1934,2,4/25/1986,0,51,1,2,5/4/1965,1
539229884,8/31/2008,1,0,3.84,0,EXV-603550,2/24/1999,94,1000,1,0,1/15/1957,2,10/19/1989,0,102,1,4,2/9/1997,1
519285712,9/21/2008,3,0,130.1727,1,SDX-209286,3/18/2003,393,2000,2,1,4/20/1975,2,12/21/2005,0,52,0,2,11/21/1997,1
743167669,10/30/2008,1,0,71.152,0,UXS-400364,9/9/1994,1310,2000,3,0,9/19/1968,3,12/31/2002,0,64,0,4,4/3/1993,1
227463227,5/22/2008,1,0,17.488,0,TRS-220959,6/8/1989,344,1000,1,1,4/20/1948,2,7/14/1986,0,71,1,2,10/3/1988,1
517226987,9/10/2008,3,0,42.909,0,WKY-828375,7/27/1991,126,200,1,0,9/20/1929,4,12/5/2003,1,16,1,2,1/1/1986,1
42022046,1/5/2008,2,0,32.394,0,ZMG-457740,4/27/2002,256,1000,5,0,12/21/1960,1,1/26/1994,0,121,1,5,11/8/1995,1
554227140,10/14/2008,1,0,6.654,0,PWW-892787,12/29/1992,64,1000,1,0,6/6/1963,2,1/18/2006,0,24,1,2,11/15/1986,1
473938884,11/19/2008,5,0,8.355,0,LWC-905360,9/24/1992,156,3000,3,1,2/21/1957,1,10/6/2001,0,49,0,1,3/1/1986,1
628642986,10/21/2008,3,0,52.9,0,FQS-196350,12/13/1991,139,2000,1,0,3/19/1945,2,10/27/1989,0,78,0,1,11/18/1982,1
595275570,2/27/2008,5,0,11.518,0,QCY-270638,5/20/1990,130,500,4,0,4/30/1951,3,2/16/2003,0,69,1,4,1/28/1983,1
639017394,5/24/2008,4,1,224,0,NCA-896729,2/24/1993,224,2000,5,1,9/13/1954,2,7/13/1987,0,79,0,1,3/17/1985,1
392095624,1/21/2008,2,0,7.119,0,AXO-958582,1/21/1986,75,500,1,0,9/30/1954,3,7/14/1990,0,68,1,6,8/13/1979,1
467887974,9/27/2008,5,0,4.353,0,BWB-201074,5/2/2001,62,1000,5,1,2/14/1974,1,2/8/1999,0,39,1,4,3/1/1994,1
518565655,2/16/2008,4,1,208,0,SQO-880491,1/10/1993,208,2000,1,1,9/9/1940,2,4/29/1986,0,67,0,1,1/23/1983,1
215702732,7/3/2008,3,0,43.632,0,OMY-163739,2/25/2000,109,1000,3,1,9/9/1973,2,4/20/2001,0,45,1,3,11/6/1998,1
248283716,5/24/2008,4,0,107.391,0,MWN-909139,11/27/1976,274,1000,3,0,5/19/1934,4,10/3/2003,1,16,1,2,4/16/1974,1
200357300,6/29/2008,3,1,456,0,GWA-550412,10/4/1992,456,2000,4,0,12/19/1965,1,9/27/1989,0,68,0,1,5/3/1990,0
999773680,10/13/2008,3,0,45.751,0,CFK-997803,11/30/1984,93,1000,1,0,11/2/1944,1,12/3/1983,1,21,0,1,6/6/1980,1
65273159,5/4/2008,5,0,9.803,0,TXT-592897,4/26/2001,264,3000,3,1,2/19/1958,1,11/20/1997,0,65,0,1,10/25/1995,1
163331851,8/11/2008,5,0,9.614,0,ASC-382723,3/25/1994,140,3000,1,1,2/5/1962,2,1/19/1998,0,89,1,6,7/2/1987,1
27906294,1/12/2008,1,0,6.699,0,JPS-871675,2/13/2004,196,1000,3,1,10/11/1972,2,1/6/2004,0,37,1,2,12/7/1998,0
614591058,5/22/2008,1,0,10.284,0,YEN-929314,8/22/1987,116,1000,3,1,11/20/1946,2,5/30/1985,0,72,0,1,3/21/1981,1
91318527,3/28/2008,4,1,844,0,GAY-907892,6/2/1978,844,3000,3,1,11/28/1949,3,9/16/1979,0,294,1,2,12/1/1971,1
759530065,1/24/2008,5,0,2.881,0,OEV-137443,9/15/1984,125,2000,1,1,11/7/1947,2,11/23/1983,1,59,0,3,3/3/1978,1
281064603,1/27/2008,5,0,5.951,0,ZYZ-341223,10/16/1977,138,1000,5,0,1/7/1952,4,1/21/2003,0,46,1,2,1/21/1976,1
153648590,10/1/2008,4,0,60.74,0,COZ-790282,10/17/2003,123,1000,2,0,6/2/1961,3,7/14/1997,0,68,0,1,7/21/2002,1
361239612,7/24/2008,5,0,3.861,0,WYM-417184,10/22/1978,94,2000,1,0,7/11/1946,2,8/23/1985,0,163,1,2,8/24/1972,1
337755512,10/18/2008,2,0,54.286,0,BKA-291916,9/4/1998,578,3000,1,0,12/25/1962,2,6/22/1997,0,77,0,1,11/18/1991,1
544749413,3/23/2008,2,1,48.208,0,ZBI-817313,3/22/1988,183,1000,3,1,8/16/1957,5,7/12/1996,0,50,1,2,6/1/1978,1
35984512,6/5/2008,5,0,11.307,0,ELA-535864,1/14/1978,212,3000,5,0,8/13/1932,1,9/7/1966,1,44,1,2,1/2/1972,1
858756468,10/25/2008,2,0,11.347,0,XGK-312792,9/1/1991,82,1000,3,1,1/19/1938,1,11/28/1965,1,31,0,1,5/10/1984,1
91068551,7/25/2008,4,1,225,0,MYO-582711,12/20/1978,225,3000,3,1,5/13/1954,2,8/6/2000,0,39,1,4,4/20/1974,1
73325412,1/15/2008,1,0,6.918,0,IVG-013381,1/4/2008,73,500,1,0,9/13/1989,2,8/6/2008,0,16,0,3,1/4/2008,1
383854408,3/30/2008,5,0,8.743,0,WMW-659738,4/14/1995,205,3000,1,0,5/11/1967,3,8/17/2004,0,27,1,3,7/28/1989,1
237599007,11/2/2008,5,0,22.904,0,MTR-467155,11/28/1983,366,2000,1,0,4/22/1955,4,9/4/1999,0,310,1,3,1/31/1981,1
908222439,10/14/2008,3,0,48.573,0,RDM-815617,5/15/2001,109,1000,4,1,1/12/1963,4,7/21/2006,0,71,1,4,2/17/1997,1
577524554,3/1/2008,3,0,61.992,0,PMZ-950909,10/28/2004,122,3000,3,1,9/22/1981,3,6/10/2007,0,68,1,5,5/29/2004,1
635577903,3/11/2008,4,0,72.575,0,YOG-480427,2/3/2007,194,2000,4,0,11/17/1975,3,5/4/2007,0,48,1,5,11/21/2001,1
144493368,10/6/2008,5,0,7.922,0,DGG-260819,9/21/2002,184,3000,2,0,12/7/1972,2,1/6/1994,0,40,0,1,6/22/1996,1
444707012,9/15/2008,5,0,14.748,0,UAY-482710,3/8/1977,262,1000,2,1,1/4/1946,4,8/1/1992,0,139,0,1,6/17/1966,1
322004367,1/14/2008,1,0,76.74345,1,ORK-587809,3/3/2005,1002,2000,3,1,12/22/1982,4,7/10/2007,0,54,1,3,4/27/2003,0
514977987,2/20/2008,1,0,2.47,0,ZHC-043452,5/17/2001,102,3000,3,0,7/27/1960,3,1/22/1994,0,85,1,2,3/6/1996,1
112599163,2/7/2008,1,0,6.69,0,MXH-471508,1/14/1978,128,1000,3,0,4/7/1934,2,1/11/1972,1,16,0,1,8/1/1969,1
933976534,11/24/2008,3,1,188,0,SNM-313763,5/17/1996,188,2000,2,1,7/11/1950,1,12/31/2004,0,32,1,5,1/11/1995,0
400029650,8/12/2008,3,1,210,0,KFO-914936,10/9/2004,210,3000,1,1,8/30/1978,1,3/8/2000,0,55,1,5,3/24/2001,1
683856388,8/9/2008,5,0,62.139,0,OEC-941865,10/17/1992,1081,3000,2,1,8/17/1956,3,6/8/1990,0,98,0,1,12/13/1990,1
974609656,11/26/2008,2,0,12.757,0,TRR-359492,8/7/1977,157,3000,2,1,9/28/1945,1,9/24/1968,1,51,1,2,9/1/1973,1
450448853,8/15/2008,3,0,28.961,0,VFZ-797704,2/15/2005,104,1000,2,1,9/30/1974,2,5/24/2006,0,32,1,2,9/20/1999,1
658778932,10/30/2008,3,0,65.8266,1,OUI-861006,7/13/1991,154,1000,2,0,11/9/1929,4,5/22/1975,1,42,1,2,12/10/1987,1
432874824,3/15/2008,2,0,10.323,0,IFN-702033,3/9/2008,102,500,2,1,1/7/1988,3,1/19/2008,0,23,1,4,6/22/2008,1
175566473,10/31/2008,1,0,32.969,0,QRN-658128,9/12/2004,432,1000,5,0,6/2/1947,1,12/10/2004,1,10,0,3,10/22/1998,1
183018015,6/3/2008,5,0,34.276,0,ONM-291287,3/16/1994,637,3000,3,0,2/16/1960,3,7/20/1992,0,173,0,1,8/31/1987,1
491846517,3/5/2008,5,0,10.4,0,UYZ-121701,6/28/1996,264,1000,5,0,4/21/1946,1,1/11/1995,0,57,0,1,10/31/1989,1
80976765,2/15/2008,3,0,116.5122,1,VTC-259893,1/5/1988,281,2000,2,1,10/28/1940,1,8/11/1994,0,33,0,1,9/26/1978,1
53161771,9/11/2008,3,0,39.373,0,ACV-541787,5/15/1971,94,3000,4,0,10/25/1934,5,7/17/1974,1,38,1,2,3/13/1959,1
571199217,7/20/2008,3,0,150.16,0,WXZ-353674,8/5/1999,389,2000,1,0,2/3/1971,5,1/16/2002,0,60,0,1,5/1/1994,1
189557704,10/13/2008,1,0,33.257,0,RZW-659108,7/29/1977,624,3000,1,0,1/26/1943,3,9/19/1972,1,104,0,1,9/2/1965,1
222722905,7/9/2008,1,0,30.775,0,JEC-751443,10/26/2004,524,1000,4,1,11/24/1977,2,7/6/2005,0,28,1,2,5/8/1999,1
821004900,2/2/2008,2,0,10.975,0,BOL-200779,5/14/1987,115,500,5,0,10/15/1952,1,10/21/2003,0,26,0,1,11/6/1975,1
104132794,4/18/2008,5,0,59.479,0,WMK-735955,10/30/2001,1126,3000,1,0,11/28/1967,2,11/23/1999,0,97,1,5,9/9/1994,1
663051096,7/4/2008,4,1,416,0,RVM-824270,12/14/1995,416,1000,2,1,1/30/1937,1,6/6/1983,0,160,0,1,6/27/1989,1
591954548,6/26/2008,5,0,2.59665,1,GIE-553876,1/17/2008,94,3000,3,1,12/21/1990,2,4/17/2008,0,26,1,5,1/17/2008,1
192149737,8/28/2008,5,1,5.133,0,TFK-712009,2/18/1994,76,1000,3,0,1/16/1972,2,3/10/2006,0,32,1,3,12/17/1992,1
158560815,2/14/2008,2,0,17.604,0,AIH-138941,8/1/1992,157,2000,3,1,8/11/1929,3,3/31/1976,1,44,0,1,10/11/1986,1
589862861,10/28/2008,4,1,681,0,WCL-915198,9/19/1997,681,2000,4,1,5/15/1954,1,6/14/2000,0,40,1,3,7/30/1991,1
109206838,11/3/2008,1,0,10.041,0,RGV-189970,8/3/2004,118,1000,3,0,5/26/1980,4,10/1/2007,0,46,1,2,7/19/2001,0
955501413,10/26/2008,3,0,70.451,0,YPH-026456,5/16/1996,161,1000,3,1,2/9/1946,3,12/16/2003,0,59,0,1,12/22/1994,0
609082537,10/21/2008,1,0,11.335,0,VPN-423431,8/17/1974,247,1000,1,0,11/20/1946,2,1/14/2004,0,30,0,1,8/27/1966,1
736041105,6/16/2008,1,0,6.64545,1,IZI-091948,11/28/2007,153,1000,1,0,7/6/1961,4,10/29/2002,0,59,1,2,9/23/2004,1
721759240,7/28/2008,5,0,25.3,0,WED-850694,4/26/2008,389,2000,2,1,10/8/1990,2,10/3/2008,0,36,1,3,4/26/2008,1
464841201,4/28/2008,5,0,9.386,0,FDH-676010,10/18/1989,263,3000,3,1,7/25/1960,3,8/4/2000,0,120,0,3,1/31/1984,1
57299873,8/3/2008,1,0,15.65,0,UBP-920278,10/15/2007,303,1000,4,0,5/23/1988,3,1/16/2008,0,20,1,3,9/2/2007,1
9403631,7/3/2008,5,0,12.154,0,JFD-990325,9/3/2004,211,500,5,0,2/4/1937,4,11/13/1976,1,67,1,2,8/4/1999,1
918279454,5/9/2008,2,0,119.778,0,CIC-353376,11/13/1983,1121,2000,1,1,9/22/1958,4,5/8/1999,0,153,1,2,3/16/1982,1
